Name,Fantasy,NameASCII,PlayerId,MLBAMID
Javier Assad,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33306"">Free Agent</a>",Javier Assad,21741,665871
Cole Ragans,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23625"">Smoking He</a>",Cole Ragans,21846,666142
George Soriano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32411"">Free Agent</a>",George Soriano,21863,666277
Juan Morillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32492"">Free Agent</a>",Juan Morillo,21924,666661
Camilo Doval,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32051"">Naylor? I </a>",Camilo Doval,21992,666808
John King,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35862"">Free Agent</a>",John King,22051,667463
José Soriano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32009"">Apple Cinn</a>",Jose Soriano,22100,667755
Cole Winn,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33633"">Free Agent</a>",Cole Winn,22113,668390
Easton McGee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32597"">Free Agent</a>",Easton McGee,22176,668834
Ryan Rolison,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35630"">Free Agent</a>",Ryan Rolison,22200,669020
MacKenzie Gore,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23810"">Continenta</a>",MacKenzie Gore,22201,669022
DL Hall,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27165"">Free Agent</a>",DL Hall,22207,669084
Jeremiah Estrada,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=27208"">The Big Lu</a>",Jeremiah Estrada,22210,669093
Logan Gilbert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33682"">Logan &amp</a>",Logan Gilbert,22250,669302
Shane Baz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23794"">Mirkwood S</a>",Shane Baz,22264,669358
Tarik Skubal,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35204"">Naylor? I </a>",Tarik Skubal,22267,669373
Trevor Rogers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33607"">Hit the Kw</a>",Trevor Rogers,22286,669432
Mason Englert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38727"">Free Agent</a>",Mason Englert,22288,669438
Colin Holderman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32710"">Free Agent</a>",Colin Holderman,22361,670059
Johan Oviedo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33424"">Free Agent</a>",Johan Oviedo,22487,670912
Taj Bradley,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35367"">The Sandma</a>",Taj Bradley,22543,671737
Angel Zerpa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=25903"">Free Agent</a>",Angel Zerpa,22717,672582
Steven Cruz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26049"">Free Agent</a>",Steven Cruz,23165,674444
Juan Mejia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26068"">Free Agent</a>",Juan Mejia,23237,675848
Cody Bolton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26999"">Free Agent</a>",Cody Bolton,23265,675989
José Buttó,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26075"">Free Agent</a>",Jose Butto,23313,676130
Robert Garcia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=31984"">Mirkwood S</a>",Robert Garcia,23363,676395
PJ Poulin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35013"">Free Agent</a>",PJ Poulin,23394,676571
Cam Sanders,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35529"">Free Agent</a>",Cam Sanders,23479,676742
Ron Marinaccio,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26763"">Free Agent</a>",Ron Marinaccio,23488,676760
Aaron Ashby,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33672"">Free Agent</a>",Aaron Ashby,23550,676879
Justin Bruihl,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34734"">Free Agent</a>",Justin Bruihl,23779,677865
Ryan Weathers,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33670"">Smoking He</a>",Ryan Weathers,23796,677960
Brayan Bello,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33767"">H-Town Ram</a>",Brayan Bello,23920,678394
Jose A. Ferrer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34396"">Free Agent</a>",Jose A. Ferrer,24017,678606
Simeon Woods Richardson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35742"">Free Agent</a>",Simeon Woods Richardson,24494,680573
Kyle Bradish,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35874"">Hit the Kw</a>",Kyle Bradish,24586,680694
Jonathan Bowlan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34879"">Free Agent</a>",Jonathan Bowlan,24607,680742
Braydon Fisher,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35436"">Free Agent</a>",Braydon Fisher,24609,680755
Victor Vodnik,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35817"">Free Agent</a>",Victor Vodnik,24614,680767
Luis Curvelo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35594"">Free Agent</a>",Luis Curvelo,24710,681168
Randy Vásquez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35440"">Even Baked</a>",Randy Vasquez,24719,681190
Mike Burrows,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35811"">Apple Cinn</a>",Mike Burrows,24728,681347
Gus Varland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33668"">Free Agent</a>",Gus Varland,24737,681402
Ryan Fernandez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35481"">Free Agent</a>",Ryan Fernandez,24862,681676
Ethan Roberts,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35569"">Free Agent</a>",Ethan Roberts,24930,681799
Austin Warren,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34884"">Free Agent</a>",Austin Warren,24937,681810
Erik Sabrowski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38780"">Continenta</a>",Erik Sabrowski,24978,681870
Kody Funderburk,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35320"">Free Agent</a>",Kody Funderburk,24993,681892
Evan Sisk,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35223"">Free Agent</a>",Evan Sisk,24995,681895
Alex Vesia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35532"">Free Agent</a>",Alex Vesia,25007,681911
Jacob Lopez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35696"">Free Agent</a>",Jacob Lopez,25098,682052
Tim Herrin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35051"">Free Agent</a>",Tim Herrin,25139,682120
Yaramil Hiraldo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34536"">Free Agent</a>",Yaramil Hiraldo,25215,682274
Roddery Muñoz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35555"">Free Agent</a>",Roddery Munoz,25311,682610
Abner Uribe,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35602"">Apple Cinn</a>",Abner Uribe,25327,682842
Nick Mears,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35865"">Free Agent</a>",Nick Mears,25376,683232
Brady Singer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=33620"">Naylor? I </a>",Brady Singer,25377,663903
Drew Rasmussen,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=35922"">Continenta</a>",Drew Rasmussen,25385,656876
Ryan Zeferjahn,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37622"">Free Agent</a>",Ryan Zeferjahn,25420,666171
George Kirby,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36671"">Continenta</a>",George Kirby,25436,669923
Brandon Williamson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37811"">Free Agent</a>",Brandon Williamson,25463,682227
Paxton Schultz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37244"">Free Agent</a>",Paxton Schultz,25501,687606
Hunter Gaddis,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37239"">Logan &amp</a>",Hunter Gaddis,25636,683769
Justin Slaten,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37007"">Free Agent</a>",Justin Slaten,25648,686580
Kevin Kelly,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36825"">Free Agent</a>",Kevin Kelly,25679,687330
Zak Kent,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37013"">Free Agent</a>",Zak Kent,25703,687849
Matt Brash,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37234"">Logan &amp</a>",Matt Brash,25756,666374
Anthony Nunez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36940"">Free Agent</a>",Anthony Nunez,25796,689296
Hunter Brown,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37201"">Apple Cinn</a>",Hunter Brown,25880,686613
Bryan King,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37210"">Free Agent</a>",Bryan King,25890,687911
Yennier Cano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37946"">Free Agent</a>",Yennier Cano,25911,666974
Casey Legumina,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38598"">Free Agent</a>",Casey Legumina,25921,668984
Andrew Nardi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37639"">Free Agent</a>",Andrew Nardi,25942,677053
Andre Pallante,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37599"">Free Agent</a>",Andre Pallante,26108,669467
Caleb Kilian,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38006"">Free Agent</a>",Caleb Kilian,26213,668873
Jackson Rutledge,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37702"">Free Agent</a>",Jackson Rutledge,26215,671131
Orlando Ribalta,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37708"">Free Agent</a>",Orlando Ribalta,26247,687377
Erik Miller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37700"">Free Agent</a>",Erik Miller,26252,669062
Hunter Bigge,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37705"">Free Agent</a>",Hunter Bigge,26259,685801
Taylor Rashi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37880"">Free Agent</a>",Taylor Rashi,26344,688497
Gavin Collyer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37987"">Free Agent</a>",Gavin Collyer,26349,686560
Cody Laweryson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37250"">Free Agent</a>",Cody Laweryson,26429,689520
Jayden Murray,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37139"">Free Agent</a>",Jayden Murray,26482,681151
Angel Chivilli,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36408"">Free Agent</a>",Angel Chivilli,26790,683409
Edgardo Henriquez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36539"">Free Agent</a>",Edgardo Henriquez,26944,683618
Rolddy Muñoz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37860"">Free Agent</a>",Rolddy Munoz,27407,691548
Garrett Crochet,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38312"">NTX Gambit</a>",Garrett Crochet,27463,676979
Jared Shuster,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38382"">Free Agent</a>",Jared Shuster,27472,694363
Cade Cavalli,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38334"">Apple Cinn</a>",Cade Cavalli,27473,676917
Max Meyer,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38307"">Mirkwood S</a>",Max Meyer,27474,676974
Cole Wilcox,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38324"">Free Agent</a>",Cole Wilcox,27481,677961
Clayton Beeter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38428"">Smoking He</a>",Clayton Beeter,27494,690925
Slade Cecconi,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38480"">Mirkwood S</a>",Slade Cecconi,27500,677944
Kyle Hurt,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39868"">Free Agent</a>",Kyle Hurt,27514,669165
Jared Koenig,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38641"">Free Agent</a>",Jared Koenig,27517,657649
Cole Henry,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38351"">Free Agent</a>",Cole Henry,27570,669371
Garrett Acton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38539"">Free Agent</a>",Garrett Acton,27583,670183
Eric Orze,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38545"">Free Agent</a>",Eric Orze,27626,679358
Mitchell Parker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38689"">Free Agent</a>",Mitchell Parker,27636,680730
Connor Phillips,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38343"">Free Agent</a>",Connor Phillips,27649,683175
Christian Roa,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38376"">Free Agent</a>",Christian Roa,27662,685005
Brandon Eisert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38550"">Free Agent</a>",Brandon Eisert,27668,685126
Tanner Gordon,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37200"">Free Agent</a>",Tanner Gordon,27669,685299
Jack Kochanowicz,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38430"">Smoking He</a>",Jack Kochanowicz,27688,686799
Louis Varland,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37202"">The Sandma</a>",Louis Varland,27691,686973
Justin Sterner,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38613"">Smoking He</a>",Justin Sterner,27694,686993
Brent Headrick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38093"">Free Agent</a>",Brent Headrick,27702,687396
Mick Abel,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38330"">Apple Cinn</a>",Mick Abel,27756,690953
Eury Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38559"">NTX Gambit</a>",Eury Perez,27768,691587
Kyle Nicolas,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38418"">Free Agent</a>",Kyle Nicolas,27775,693312
Bryce Elder,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38412"">H-Town Ram</a>",Bryce Elder,27779,693821
Brandon Pfaadt,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38699"">Hit the Kw</a>",Brandon Pfaadt,27782,694297
Will Klein,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38386"">Free Agent</a>",Will Klein,27787,694361
Brandon Young,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38661"">Free Agent</a>",Brandon Young,27819,687064
Ryan Watson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38741"">Free Agent</a>",Ryan Watson,27853,670245
Cade Smith,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38754"">Apple Cinn</a>",Cade Smith,27867,671922
Daniel Palencia,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38781"">Apple Cinn</a>",Daniel Palencia,27914,694037
Luke Little,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38411"">Free Agent</a>",Luke Little,28036,681432
Bradgley Rodriguez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=39557"">Even Baked</a>",Bradgley Rodriguez,29107,699134
Gordon Graceffo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40167"">Free Agent</a>",Gordon Graceffo,29519,700669
Andre Granillo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40201"">Free Agent</a>",Andre Granillo,29542,701552
Joe Boyle,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38397"">Free Agent</a>",Joe Boyle,29608,671212
Kyle Backhus,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40306"">Free Agent</a>",Kyle Backhus,29615,679775
Alek Jacob,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40323"">Free Agent</a>",Alek Jacob,29628,689690
Matt Svanson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40308"">Smoking He</a>",Matt Svanson,29629,694335
Andrew Hoffmann,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40410"">Free Agent</a>",Andrew Hoffmann,29633,694851
Sam Bachman,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40438"">Free Agent</a>",Sam Bachman,29754,696147
Mason Montgomery,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40472"">Apple Cinn</a>",Mason Montgomery,29770,682254
Emmet Sheehan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40552"">The Big Lu</a>",Emmet Sheehan,29839,686218
Michael McGreevy,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40648"">Hit the Kw</a>",Michael McGreevy,29869,700241
Andrew Abbott,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40607"">The Big Lu</a>",Andrew Abbott,29911,671096
Andrew Alvarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40609"">Free Agent</a>",Andrew Alvarez,29914,674841
Spencer Arrighetti,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40615"">The Big Lu</a>",Spencer Arrighetti,29921,681293
Dylan Dodd,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40701"">Free Agent</a>",Dylan Dodd,29928,689266
Riley Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40651"">Free Agent</a>",Riley Martin,29934,702303
Jordan Leasure,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40656"">Apple Cinn</a>",Jordan Leasure,29950,673929
Cade Povich,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40771"">Free Agent</a>",Cade Povich,30055,700249
Landen Roupp,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40820"">Apple Cinn</a>",Landen Roupp,30076,694738
Tyler Samaniego,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40826"">Free Agent</a>",Tyler Samaniego,30081,701719
Ben Casparius,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40834"">Free Agent</a>",Ben Casparius,30085,676508
Chad Patrick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40861"">Hit the Kw</a>",Chad Patrick,30113,694477
Robert Suarez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22078"">Continenta</a>",Robert Suarez,30115,663158
Gavin Williams,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40941"">Naylor? I </a>",Gavin Williams,30122,668909
Brant Hurter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40931"">Free Agent</a>",Brant Hurter,30133,676428
Tanner Bibee,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40978"">H-Town Ram</a>",Tanner Bibee,30134,676440
Jack Leiter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40155"">NTX Gambit</a>",Jack Leiter,30146,683004
Will Warren,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40972"">Even Baked</a>",Will Warren,30182,701542
Noah Cameron,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40937"">The Sandma</a>",Noah Cameron,30184,702070
Carter Baumler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=38379"">Free Agent</a>",Carter Baumler,30231,691945
Jaden Hill,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42073"">Free Agent</a>",Jaden Hill,30250,677955
Bryan Woo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=41042"">Even Baked</a>",Bryan Woo,30279,693433
Chris Roycroft,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42014"">Free Agent</a>",Chris Roycroft,31261,688297
Logan Henderson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42312"">Free Agent</a>",Logan Henderson,31475,701656
Zach Agnos,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42643"">Free Agent</a>",Zach Agnos,31552,688642
Mason Fluharty,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42445"">Free Agent</a>",Mason Fluharty,31553,689254
David Morgan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42444"">Free Agent</a>",David Morgan,31616,688158
Spencer Miles,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42598"">Free Agent</a>",Spencer Miles,31621,693686
Jacob Misiorowski,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42711"">The Big Lu</a>",Jacob Misiorowski,31623,694819
Shane Smith,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42592"">Smoking He</a>",Shane Smith,31687,681343
Mason Barnett,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42694"">Free Agent</a>",Mason Barnett,31741,686930
Mason Miller,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40862"">Apple Cinn</a>",Mason Miller,31757,695243
Orion Kerkering,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42666"">The Sandma</a>",Orion Kerkering,31776,689147
Kodai Senga,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42723"">The Sandma</a>",Kodai Senga,31838,673540
Kumar Rocker,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42110"">H-Town Ram</a>",Kumar Rocker,31843,677958
Peyton Pallette,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42759"">Free Agent</a>",Peyton Pallette,31865,688883
Matt Pushard,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42252"">Free Agent</a>",Matt Pushard,31870,690155
Cade Horton,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42719"">Continenta</a>",Cade Horton,31872,690990
Trevor Martin,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42681"">Free Agent</a>",Trevor Martin,31878,694680
Cameron Foster,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42753"">Free Agent</a>",Cameron Foster,31942,671382
Parker Messick,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42765"">Smoking He</a>",Parker Messick,31986,800048
Cam Schlittler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43589"">NTX Gambit</a>",Cam Schlittler,32095,693645
Mitch Farris,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44237"">Free Agent</a>",Mitch Farris,33628,815083
Connelly Early,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44515"">The Sandma</a>",Connelly Early,33666,813349
Paul Skenes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43894"">H-Town Ram</a>",Paul Skenes,33677,694973
Nolan McLean,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44336"">Hit the Kw</a>",Nolan McLean,33703,690997
Yoshinobu Yamamoto,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44525"">The Sandma</a>",Yoshinobu Yamamoto,33825,808967
Shota Imanaga,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=44526"">NTX Gambit</a>",Shota Imanaga,33829,684007
Rhett Lowder,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43895"">Hit the Kw</a>",Rhett Lowder,33876,695076
Tomoyuki Sugano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=46090"">Free Agent</a>",Tomoyuki Sugano,35321,608372
Roki Sasaki,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=46091"">Logan &amp</a>",Roki Sasaki,35323,808963
Harrison Bader,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=21968"">Free Agent</a>",Harrison Bader,18030,664056
Tyler Tolbert,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=37033"">Free Agent</a>",Tyler Tolbert,25779,686475
Carson Williams,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40266"">Free Agent</a>",Carson Williams,30038,700246
Patrick Wisdom,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23766"">Free Agent</a>",Patrick Wisdom,13602,621550
Wenceel Pérez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=26234"">Free Agent</a>",Wenceel Perez,22857,672761
Ryan Ritter,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42405"">Free Agent</a>",Ryan Ritter,31500,690022
Addison Barger,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=34817"">Continenta</a>",Addison Barger,24598,680718
Noelvi Marte,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36030"">Logan &amp</a>",Noelvi Marte,26517,682622
Yohel Pozo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20782"">Free Agent</a>",Yohel Pozo,18848,650968
Dylan Moore,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=22757"">Free Agent</a>",Dylan Moore,18042,664238
Ryan Bliss,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40232"">Free Agent</a>",Ryan Bliss,29547,669208
Jose Trevino,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=20399"">Free Agent</a>",Jose Trevino,16725,624431
Lourdes Gurriel Jr.,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23722"">H-Town Ram</a>",Lourdes Gurriel Jr.,19238,666971
Austin Wynns,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18598"">Free Agent</a>",Austin Wynns,15271,642851
Andy Ibáñez,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=23574"">Free Agent</a>",Andy Ibanez,18819,628451
Otto Kemp,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=42659"">Free Agent</a>",Otto Kemp,31792,805249
Ke'Bryan Hayes,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=18548"">Free Agent</a>",Ke'Bryan Hayes,18577,663647
Carlos Santana,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=2933"">Free Agent</a>",Carlos Santana,2396,467793
Dylan Carlson,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32580"">Free Agent</a>",Dylan Carlson,20126,666185
Will Brennan,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=36864"">Free Agent</a>",Will Brennan,25660,686823
Bryce Teodosio,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=40204"">Free Agent</a>",Bryce Teodosio,29524,669326
Rafael Marchán,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32211"">Free Agent</a>",Rafael Marchan,21646,665561
Tommy Pham,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=4322"">Free Agent</a>",Tommy Pham,2967,502054
Cam Schlittler,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=43589"">NTX Gambit</a>",Cam Schlittler,32095,693645
Bryan Woo,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=41042"">Even Baked</a>",Bryan Woo,30279,693433
José Soriano,"<a href=""http://ottoneu.fangraphs.com/1762/playercard?id=32009"">Apple Cinn</a>",Jose Soriano,22100,667755
